student_id,Age,Math_score,Science_score,English_score,Hours_studied,pass_fail
871,21,54,60,64,1.7,1
872,19,43,78,87,4.0,1
873,20,64,71,60,1.7,1
874,17,54,85,74,1.0,1
875,23,75,62,85,4.9,1
876,25,68,85,55,2.5,1
877,25,48,86,88,7.0,1
878,19,74,90,86,6.0,1
879,22,56,68,59,3.8,1
880,18,81,81,79,3.7,1
881,21,85,79,68,5.5,1
882,25,77,87,87,6.9,1
883,20,61,65,64,3.8,1
884,21,66,58,75,2.9,1
885,25,51,57,69,1.0,1
886,19,78,79,68,4.4,1
887,18,82,72,85,3.8,1
888,24,91,69,83,4.3,1
889,20,61,70,72,4.5,1
890,20,66,63,63,3.8,1
891,21,53,76,69,2.1,1
892,22,48,80,43,1.0,1
893,19,64,64,81,4.6,1
894,21,75,60,77,5.4,1
895,17,63,84,72,3.0,1
896,21,74,62,63,3.4,1
897,17,51,67,52,0.6,1
898,25,60,76,86,5.2,1
899,21,65,79,87,6.0,1
900,18,98,66,57,5.8,1
901,17,57,66,75,1.7,1
902,16,50,42,70,0.2,1
903,17,54,57,71,0.8,1
904,19,58,61,79,2.0,1
905,18,73,76,58,4.2,1
906,23,90,89,54,3.7,1
907,24,87,68,76,3.6,1
908,25,83,62,60,3.5,1
909,21,71,77,68,3.9,1
910,18,76,86,67,2.4,1
911,18,64,68,89,2.8,1
912,23,50,68,49,2.4,1
913,25,73,64,54,1.8,1
914,22,71,61,51,2.0,1
915,22,76,71,47,1.8,1
916,25,78,79,71,6.5,1
917,24,60,94,82,6.5,1
918,23,83,74,88,4.9,1
919,19,83,91,94,2.6,1
920,20,68,61,50,2.2,1
921,19,66,60,46,0.7,1
922,23,97,70,88,8.0,1
923,21,57,53,60,0.6,1
924,24,82,79,89,3.8,1
925,22,96,96,79,6.6,1
926,23,83,72,65,2.0,1
927,17,85,72,68,4.2,1
928,21,50,59,47,1.3,1
929,24,71,89,79,4.2,1
930,19,100,89,94,7.8,1
931,16,59,67,64,1.3,1
932,16,71,69,59,4.6,1
933,18,72,72,80,3.0,1
934,16,66,48,49,0.5,1
935,17,62,91,67,1.0,1
936,23,59,91,79,5.9,1
937,18,81,69,54,2.0,1
938,23,55,66,73,1.5,1
939,23,76,44,63,2.2,1
940,18,67,77,59,3.6,1
941,23,47,48,60,0.0,1
942,21,81,83,94,6.2,1
943,24,88,98,80,6.6,1
944,20,58,64,64,2.6,1
945,24,100,85,76,5.3,1
946,17,73,84,79,3.9,1
947,22,57,75,75,5.3,1
948,25,89,100,78,5.7,1
949,23,91,75,76,7.4,1
950,22,72,84,76,6.6,1
951,25,67,66,58,2.1,1
952,24,85,58,50,0.8,1
953,19,52,51,76,1.5,1
954,24,63,82,78,3.3,1
955,21,72,67,90,5.4,1
956,24,80,66,74,3.2,1
957,25,62,78,79,3.5,1
958,21,67,56,56,3.3,1
959,21,66,73,76,4.9,1
960,20,39,41,76,2.9,1
961,16,94,78,45,5.8,1
962,20,51,65,59,0.1,1
963,21,63,42,58,0.2,1
964,24,88,70,71,4.6,1
965,23,73,76,62,2.8,1
966,20,53,39,75,0.7,1
967,17,80,73,84,5.8,1
968,25,65,96,87,6.6,1
969,16,73,78,93,5.8,1
970,21,90,61,90,7.0,1
971,17,85,100,79,7.0,1
972,22,55,49,59,0.4,1
973,25,51,61,79,1.2,1
974,22,92,88,70,7.8,1
975,17,59,74,68,1.8,1
976,25,82,72,75,6.0,1
977,22,71,67,80,4.0,1
978,23,79,57,64,3.2,1
979,24,81,73,55,2.0,1
980,17,83,51,67,0.9,1
981,19,63,66,57,2.6,1
982,25,100,88,66,6.6,1
983,23,59,51,49,0.4,1
984,17,72,85,70,0.9,1
985,18,83,83,79,7.0,1
986,23,64,63,85,3.8,1
987,19,52,62,48,1.6,1
988,18,79,74,68,5.6,1
989,24,60,66,64,0.3,1
990,16,53,75,69,3.7,1
991,20,85,72,82,5.3,1
992,22,68,42,84,1.8,1
993,17,67,87,87,7.2,1
994,23,77,74,70,4.5,1
995,24,44,67,82,2.4,1
996,21,77,79,100,5.0,1
997,24,72,69,32,2.2,1
998,16,100,94,80,7.6,1
999,21,80,81,62,7.2,1
1000,25,100,80,71,7.0,1
1001,25,85,57,57,1.2,1
1002,19,88,63,68,5.2,1
1003,19,75,100,75,6.9,1
1004,18,74,71,73,5.2,1
1005,17,78,73,65,4.5,1
1006,16,100,89,71,6.1,1
1007,22,63,46,56,2.4,1
1008,18,64,87,82,6.2,1
1009,25,61,67,68,4.9,1
1010,16,61,63,58,2.9,1
1011,24,65,87,84,6.8,1
1012,23,70,62,65,1.1,1
1013,16,92,84,79,7.4,1
1014,19,49,87,48,0.5,1
1015,25,64,83,71,3.9,1
1016,16,86,84,60,4.9,1
1017,22,73,61,54,4.9,1
1018,16,67,54,78,4.2,1
1019,16,83,98,83,7.0,1
1020,22,71,71,69,4.1,1
1021,20,84,58,69,3.5,1
1022,20,81,89,78,4.9,1
1023,18,66,67,64,3.7,1
1024,25,84,85,77,7.5,1
1025,22,78,69,84,2.6,1
1026,23,42,52,75,0.7,1
1027,18,82,83,68,5.7,1
1028,24,81,75,50,5.7,1
1029,25,76,94,85,7.6,1
1030,25,56,89,76,7.0,1
1031,18,57,51,57,1.4,1
1032,23,83,76,86,2.3,1
1033,19,55,55,48,0.0,1
1034,16,74,68,74,4.9,1
1035,23,54,76,91,3.6,1
1036,20,76,57,68,5.0,1
1037,16,71,66,66,1.5,1
1038,25,84,76,100,6.7,1
1039,16,65,60,59,0.9,1
1040,25,90,48,63,4.6,1
1041,25,86,72,59,2.9,1
1042,17,100,83,75,6.1,1
1043,23,56,53,51,1.1,1
1044,19,72,90,84,4.9,1
1045,24,68,90,100,7.9,1
1046,20,54,75,63,3.4,1
1047,25,83,93,72,8.0,1
1048,23,65,79,84,3.9,1
1049,20,88,88,79,7.8,1
1050,19,76,93,79,6.4,1
1051,21,69,61,58,2.8,1
1052,20,66,77,90,6.3,1
1053,21,87,87,67,6.1,1
1054,16,91,90,97,6.7,1
1055,23,89,71,67,7.3,1
1056,24,85,66,85,7.2,1
1057,16,75,100,75,6.7,1
1058,19,87,63,93,4.6,1
1059,21,70,76,56,0.5,1
1060,24,91,73,75,6.7,1
1061,25,60,51,72,0.9,1
1062,20,53,62,70,3.3,1
1063,23,76,96,84,6.6,1
1064,16,90,91,72,6.2,1
1065,16,86,79,73,6.4,1
1066,24,76,58,82,2.5,1
1067,17,98,77,90,6.6,1
1068,23,81,73,65,3.1,1
1069,20,78,73,92,7.5,1
1070,16,65,62,45,0.8,1
1071,16,63,96,70,4.6,1
1072,20,79,76,58,4.3,1
1073,20,59,63,54,1.2,1
1074,19,62,65,70,4.3,1
1075,20,78,83,83,4.6,1
1076,16,49,44,65,1.0,1
1077,17,77,75,63,3.1,1
1078,23,50,68,91,4.9,1
1079,24,75,50,57,0.6,1
1080,23,56,54,75,0.8,1
1081,23,76,70,77,3.8,1
1082,21,61,64,55,3.1,1
1083,21,82,73,64,3.6,1
1084,18,74,57,77,2.3,1
1085,24,67,42,55,0.8,1
1086,20,87,64,78,4.3,1
1087,25,70,75,71,1.9,1
1088,25,71,84,68,3.4,1
1089,21,74,90,93,4.4,1
1090,25,94,94,88,6.7,1
1091,21,75,68,76,4.4,1
1092,17,75,62,65,5.5,1
1093,21,68,68,80,4.0,1
1094,16,56,74,68,6.1,1
1095,20,60,65,65,3.1,1
1096,25,71,72,58,6.4,1
1097,22,100,62,65,5.7,1
1098,24,59,76,75,3.2,1
1099,21,84,85,55,7.2,1
1100,17,70,89,75,6.9,1
1101,25,62,79,60,3.2,1
1102,18,80,76,80,3.8,1
1103,21,100,100,77,6.7,1
1104,17,70,91,91,5.2,1
1105,22,90,92,90,7.8,1
1106,25,62,77,74,7.4,1
1107,22,61,77,78,4.4,1
1108,25,86,70,56,4.0,1
1109,20,57,67,82,3.3,1
1110,21,56,43,64,0.9,1
1111,18,54,76,77,5.8,1
1112,24,47,63,59,0.6,1
1113,23,65,62,69,5.0,1
1114,25,51,76,70,2.5,1
1115,16,56,71,70,3.8,1
1116,20,51,90,71,2.3,1
1117,20,74,78,71,5.8,1
1118,16,77,73,91,5.3,1
1119,16,76,72,71,2.3,1
1120,18,66,75,82,4.9,1
1121,17,90,66,69,4.8,1
1122,18,53,61,55,2.1,1
1123,24,79,88,94,6.9,1
1124,18,100,83,69,6.7,1
1125,22,46,70,69,1.9,1
1126,21,75,56,79,0.4,1
1127,16,52,67,63,1.3,1
1128,24,42,60,56,1.9,1
1129,20,61,60,73,1.2,1
1130,21,80,86,80,7.7,1
1131,24,87,74,92,5.1,1
1132,21,52,68,59,2.2,1
1133,25,70,51,67,3.1,1
1134,19,55,58,44,4.2,1
1135,21,62,56,77,4.4,1
1136,17,77,68,89,5.5,1
1137,20,66,63,78,1.5,1
1138,19,78,76,70,7.6,1
1139,17,48,53,63,0.7,1
1140,18,66,82,74,7.2,1
1141,23,87,83,93,5.3,1
1142,21,62,67,58,2.1,1
1143,16,65,72,76,3.1,1
1144,23,54,66,60,0.6,1
1145,22,53,62,65,1.4,1
1146,17,75,85,77,7.3,1
1147,17,54,40,73,0.6,1
1148,16,86,82,75,7.5,1
1149,21,70,79,92,7.2,1
1150,22,62,66,51,3.2,1
1151,17,100,74,77,4.3,1
1152,25,59,84,72,4.3,1
1153,20,47,49,80,3.2,1
1154,21,65,41,66,0.6,1
1155,19,72,65,69,1.4,1
1156,17,92,74,78,5.0,1
1157,23,83,86,75,5.9,1
1158,23,51,73,55,3.1,1
1159,23,78,63,75,4.3,1
1160,16,65,65,58,2.7,1
1161,19,74,72,70,6.5,1
1162,18,56,81,81,5.9,1
1163,18,96,75,66,3.9,1
1164,18,49,41,44,0.1,0
1165,17,77,84,72,3.6,1
1166,23,69,73,72,4.8,1
1167,19,81,41,66,3.4,1
1168,25,63,62,96,4.4,1
1169,19,70,75,82,6.1,1
1170,22,64,57,68,1.3,1
1171,19,89,87,90,7.4,1
1172,18,41,56,60,0.1,1
1173,18,80,72,78,7.4,1
1174,23,95,83,90,5.5,1
1175,24,69,78,65,3.6,1
1176,23,59,94,84,4.9,1
1177,20,74,68,77,2.8,1
1178,17,84,98,52,5.0,1
1179,24,64,48,64,1.8,1
1180,18,84,91,74,5.5,1
1181,18,63,60,59,1.3,1
1182,20,72,74,52,2.7,1
1183,16,72,64,63,0.8,1
1184,24,61,74,52,0.9,1
1185,25,56,84,79,4.6,1
1186,17,60,82,77,2.6,1
1187,19,69,81,48,3.0,1
1188,18,64,58,61,1.7,1
1189,21,56,46,69,1.1,1
1190,18,54,50,57,0.3,1
1191,17,75,85,68,6.8,1
1192,25,81,69,40,1.3,1
1193,18,65,72,63,4.6,1
1194,19,81,80,67,4.7,1
1195,22,78,90,59,5.9,1
1196,25,73,100,71,7.6,1
1197,22,99,91,83,7.8,1
1198,24,64,76,55,3.2,1
1199,17,70,85,86,3.6,1
1200,19,60,56,77,1.1,1
1201,17,51,51,47,0.1,0
1202,25,59,39,65,0.2,1
1203,22,72,51,64,1.5,1
1204,17,66,64,57,3.1,1
1205,20,65,96,53,3.4,1
1206,17,69,63,94,5.0,1
1207,24,73,66,90,7.6,1
1208,25,63,47,71,0.3,1
1209,17,73,69,67,4.5,1
1210,23,91,80,57,5.9,1
1211,19,79,71,87,6.0,1
1212,22,55,75,70,2.2,1
1213,23,77,62,53,4.0,1
1214,20,64,60,81,3.6,1
1215,17,64,59,59,1.5,1
1216,17,63,57,77,0.9,1
1217,23,68,87,73,1.2,1
1218,24,86,75,84,7.5,1
1219,16,86,74,69,2.3,1
1220,21,97,61,81,3.3,1
1221,21,63,60,61,3.9,1
1222,25,55,63,57,1.1,1
1223,20,55,70,68,1.8,1
1224,20,63,83,90,3.6,1
1225,24,86,62,61,2.3,1
1226,18,43,88,85,1.3,1
1227,25,58,68,60,1.0,1
1228,21,84,95,92,7.8,1
1229,18,74,75,88,4.3,1
1230,23,75,100,100,7.4,1
1231,24,77,100,75,7.8,1
1232,25,77,83,60,5.3,1
1233,23,76,75,82,2.7,1
1234,17,69,49,78,2.5,1
1235,23,59,81,72,2.9,1
1236,20,75,81,74,1.6,1
1237,17,75,96,73,7.8,1
1238,16,75,82,86,7.3,1
1239,22,60,75,52,3.0,1
1240,24,84,58,51,0.7,1
1241,22,75,100,89,6.4,1
1242,22,57,57,61,1.1,1
1243,19,79,65,55,2.4,1
1244,25,100,90,83,6.0,1
1245,20,50,64,70,3.3,1
1246,18,75,80,91,6.7,1
1247,20,76,97,77,6.7,1
1248,16,60,56,77,1.2,1
1249,23,54,53,72,1.0,1
1250,19,79,58,48,0.2,1
1251,17,65,85,67,4.8,1
1252,23,89,92,74,7.8,1
1253,25,54,71,67,0.1,1
1254,18,77,78,71,2.9,1
1255,21,52,73,67,0.4,1
1256,18,83,75,74,6.1,1
1257,21,91,70,76,7.0,1
1258,21,75,42,53,0.8,1
1259,16,55,80,44,1.1,1
1260,18,72,64,68,0.8,1
1261,19,63,76,97,6.4,1
1262,24,70,83,66,5.6,1
1263,17,60,62,53,0.9,1
1264,18,96,94,70,6.5,1
1265,21,53,79,68,1.4,1
1266,18,81,76,82,5.5,1
1267,17,69,65,81,3.4,1
1268,22,57,73,72,0.3,1
1269,24,48,80,82,4.7,1
1270,16,81,85,55,6.0,1
1271,19,79,91,79,4.7,1
1272,20,86,83,87,7.6,1
1273,24,69,73,95,6.2,1
1274,16,81,67,47,4.2,1
1275,18,52,78,87,7.2,1
1276,24,87,67,82,6.8,1
1277,18,76,69,64,3.5,1
1278,19,80,57,81,4.1,1
1279,21,63,64,64,1.0,1
1280,24,59,91,83,5.8,1
1281,22,55,60,77,2.3,1
1282,24,66,81,68,3.3,1
1283,17,92,61,80,7.2,1
1284,23,78,67,83,5.4,1
1285,17,44,71,79,1.0,1
1286,18,54,68,60,0.5,1
1287,25,74,88,69,6.8,1
1288,25,80,76,56,4.7,1
1289,22,51,44,80,2.8,1
1290,18,78,87,83,6.1,1
1291,23,64,63,63,1.8,1
1292,23,54,89,74,5.4,1
1293,21,55,58,78,1.2,1
1294,23,89,87,92,6.3,1
1295,23,49,67,70,4.0,1
1296,16,86,92,80,7.9,1
1297,23,55,75,79,2.5,1
1298,20,86,91,90,7.1,1
1299,20,72,80,70,5.7,1
1300,24,57,54,76,4.6,1
1301,24,55,73,50,0.4,1
1302,20,77,70,68,2.6,1
1303,21,66,65,75,2.8,1
1304,17,61,81,69,3.4,1
1305,16,76,94,57,5.3,1
1306,17,68,90,85,7.0,1
1307,24,42,72,48,2.6,1
1308,20,45,55,61,0.2,1
1309,21,54,78,70,3.0,1
1310,19,60,49,67,2.7,1
1311,21,50,89,68,1.3,1
1312,17,98,74,78,6.7,1
1313,16,45,57,49,2.4,1
1314,25,36,58,65,0.8,1
1315,24,75,91,66,3.8,1
1316,20,60,63,68,3.5,1
1317,22,45,63,46,2.0,1
1318,24,75,77,77,6.9,1
1319,23,49,50,79,2.1,1
1320,25,57,87,79,5.8,1
1321,23,70,75,60,1.2,1
1322,21,94,97,73,6.9,1
1323,22,61,71,63,2.1,1
1324,19,50,63,69,0.9,1
1325,20,57,67,69,3.7,1
1326,18,61,84,69,2.2,1
1327,20,86,97,87,5.3,1
1328,16,53,66,55,0.4,1
1329,20,92,78,71,6.9,1
1330,17,81,81,53,3.2,1
1331,19,55,35,44,0.9,0
1332,24,59,71,61,2.0,1
1333,17,71,100,77,6.2,1
1334,19,63,88,87,7.5,1
1335,19,77,91,73,7.8,1
1336,21,69,89,84,5.6,1
1337,23,100,73,85,5.5,1
1338,21,77,100,83,6.6,1
1339,25,54,38,81,0.3,1
1340,19,72,53,75,2.0,1
1341,21,77,73,82,7.2,1
1342,16,97,62,99,7.3,1
1343,20,83,59,61,2.4,1
1344,18,100,70,66,7.3,1
1345,22,79,86,81,6.3,1
1346,22,70,80,91,7.4,1
1347,17,76,71,71,6.6,1
1348,24,91,78,78,5.9,1
1349,16,80,88,74,5.1,1
1350,19,74,75,78,5.0,1
1351,18,58,46,62,2.0,1
1352,25,71,81,68,5.5,1
1353,23,87,90,73,7.0,1
1354,20,55,57,68,1.6,1
1355,22,91,82,100,7.6,1
1356,25,66,100,60,5.0,1
1357,19,65,62,56,2.1,1
1358,18,46,41,79,0.7,1
1359,17,34,54,77,0.1,1
1360,23,48,58,56,0.9,1
1361,20,57,66,75,2.3,1
1362,20,65,82,83,5.8,1
1363,18,64,56,53,0.2,1
1364,25,79,77,76,5.5,1
1365,18,94,83,83,7.0,1
1366,22,90,80,82,5.9,1
1367,16,68,53,52,0.4,1
1368,25,90,80,76,5.7,1
1369,24,71,87,56,5.0,1
1370,24,79,61,66,0.3,1
1371,23,89,82,77,7.4,1
1372,18,76,53,91,2.1,1
1373,23,93,69,88,7.0,1
1374,20,70,77,66,4.9,1
1375,21,78,86,46,3.5,1
1376,24,83,73,65,6.8,1
1377,16,68,65,58,1.5,1
1378,23,70,96,69,3.5,1
1379,16,84,70,65,3.5,1
1380,18,60,79,74,1.0,1
1381,18,81,63,66,6.7,1
1382,19,66,89,71,4.7,1
1383,25,68,58,59,1.4,1
1384,21,55,50,46,0.2,1
1385,22,72,66,67,3.0,1
1386,23,84,76,70,6.6,1
1387,20,100,77,60,4.8,1
1388,21,60,100,82,7.6,1
1389,25,73,46,59,1.0,1
1390,17,93,70,70,4.4,1
1391,20,84,57,80,1.4,1
1392,18,79,56,77,3.1,1
1393,18,46,61,65,1.0,1
1394,25,49,50,47,1.1,0
1395,24,50,67,63,1.6,1
1396,17,95,87,65,6.1,1
1397,22,87,84,89,5.0,1
1398,18,81,70,79,7.4,1
1399,17,40,75,61,2.3,1
1400,18,77,76,83,5.5,1
1401,22,69,67,71,2.4,1
1402,22,69,53,73,3.3,1
1403,20,48,58,84,2.8,1
1404,23,62,67,73,1.4,1
1405,17,65,61,67,3.3,1
1406,23,55,74,100,5.0,1
1407,18,91,78,64,1.7,1
1408,22,90,79,73,4.3,1
1409,18,63,80,66,5.2,1
1410,23,48,72,54,2.4,1
1411,22,86,85,85,6.4,1
1412,19,100,88,94,6.9,1
1413,19,54,57,73,3.5,1
1414,23,69,56,65,1.2,1
1415,18,65,84,88,5.9,1
1416,19,63,44,56,1.6,1
1417,16,84,80,58,2.7,1
1418,23,83,69,70,5.9,1
1419,20,44,65,57,0.3,1
1420,23,34,66,66,1.9,1
1421,25,88,76,57,2.5,1
1422,23,81,69,66,5.0,1
1423,22,53,64,56,0.2,1
1424,19,81,65,53,4.7,1
1425,23,53,77,81,1.0,1
1426,21,74,89,60,6.4,1
1427,25,59,59,58,1.7,1
1428,18,74,85,80,4.8,1
1429,23,65,69,87,2.4,1
1430,21,79,88,93,5.4,1
1431,24,67,62,57,0.3,1
1432,19,66,91,71,3.9,1
1433,16,55,73,90,6.2,1
1434,25,57,71,54,5.4,1
1435,23,100,78,96,6.4,1
1436,25,76,100,72,6.3,1
1437,16,74,78,74,4.1,1
1438,20,88,80,65,5.7,1
1439,17,45,77,68,1.2,1
1440,22,85,100,79,6.2,1
1441,23,60,67,56,2.7,1
1442,21,89,77,91,5.0,1
1443,24,71,90,61,3.4,1
1444,23,91,70,81,7.6,1
1445,16,71,53,66,3.5,1
1446,21,64,73,66,2.5,1
1447,16,93,75,76,3.1,1
1448,24,98,68,93,7.8,1
1449,24,81,75,70,7.0,1
1450,24,93,83,82,4.9,1
1451,19,71,74,72,7.1,1
1452,22,83,85,75,6.2,1
1453,24,62,49,89,2.7,1
1454,20,88,54,64,1.7,1
1455,21,80,83,82,6.1,1
1456,19,66,79,89,6.7,1
1457,24,69,64,56,0.9,1
1458,16,71,92,74,6.1,1
1459,25,45,89,87,5.9,1
1460,25,43,94,71,5.7,1
1461,25,57,80,70,1.9,1
1462,18,63,71,76,5.7,1
1463,21,78,91,66,4.1,1
1464,22,83,86,81,6.6,1
1465,18,59,75,58,3.8,1
1466,24,77,91,69,6.2,1
1467,22,76,64,82,8.0,1
1468,18,47,73,74,1.2,1
1469,18,71,86,79,7.7,1
1470,16,66,90,74,6.0,1
1471,17,69,79,71,4.8,1
1472,18,57,56,71,0.9,1
1473,20,72,66,69,3.9,1
1474,20,81,89,99,7.1,1
1475,23,50,55,71,0.0,1
1476,20,76,90,63,4.5,1
1477,23,85,78,89,6.7,1
1478,23,89,88,88,5.3,1
1479,17,74,72,80,6.4,1
1480,24,68,52,51,0.4,1
1481,20,88,64,59,5.2,1
1482,20,63,85,82,4.5,1
1483,19,65,82,94,7.6,1
1484,23,67,89,73,4.0,1
1485,24,81,64,64,1.4,1
1486,25,88,76,58,3.6,1
1487,22,45,77,70,4.7,1
1488,16,88,81,87,6.9,1
1489,17,76,85,90,7.8,1
1490,18,83,61,70,2.5,1
1491,25,93,100,81,7.7,1
1492,18,73,65,78,3.3,1
1493,17,57,73,62,0.4,1
1494,24,81,72,71,3.1,1
1495,23,75,75,58,4.4,1
1496,16,44,81,63,2.2,1
1497,19,75,76,68,6.1,1
1498,24,55,73,62,1.6,1
1499,18,67,79,88,6.3,1
1500,16,74,97,76,6.5,1
1501,18,67,51,44,0.0,1
1502,22,73,93,78,8.0,1
1503,24,72,77,70,2.3,1
1504,17,83,77,43,6.6,1
1505,22,40,63,83,1.7,1
1506,20,66,85,75,7.8,1
1507,21,50,71,83,2.7,1
1508,16,76,78,74,4.9,1
1509,18,83,59,70,3.3,1
1510,17,57,90,61,4.3,1
1511,23,63,94,80,5.4,1
1512,18,71,95,53,6.7,1
1513,17,81,67,71,3.7,1
1514,20,78,76,69,5.4,1
1515,25,78,69,100,5.0,1
1516,16,59,80,57,2.2,1
1517,19,72,55,66,0.1,1
1518,24,77,57,67,4.0,1
1519,25,70,74,62,5.4,1
1520,18,52,58,63,2.1,1
1521,24,74,100,100,5.8,1
1522,24,79,66,55,4.9,1
1523,16,66,66,100,7.5,1
1524,22,91,79,83,6.8,1
1525,24,56,85,76,3.7,1
1526,20,78,76,80,7.3,1
1527,22,75,70,80,1.6,1
1528,22,88,94,79,7.7,1
1529,21,61,63,49,2.5,1
1530,25,83,100,71,6.4,1
1531,19,59,70,71,0.9,1
1532,19,88,89,68,7.5,1
1533,17,70,74,77,5.0,1
1534,21,84,78,64,7.1,1
1535,16,75,89,79,7.4,1
1536,16,69,71,82,4.5,1
1537,17,54,88,77,4.9,1
1538,23,51,75,49,3.1,1
1539,25,47,46,74,0.8,1
1540,25,63,74,72,1.5,1
1541,17,87,55,82,4.7,1
1542,21,78,68,59,3.4,1
1543,19,65,62,52,1.1,1
1544,21,57,81,56,2.5,1
1545,18,62,66,83,3.8,1
1546,18,54,38,60,0.5,1
1547,16,71,77,84,3.4,1
1548,21,49,46,66,1.5,1
1549,23,66,88,87,4.8,1
1550,22,61,85,80,2.6,1
1551,16,86,65,68,4.0,1
1552,19,49,61,41,1.9,1
1553,21,72,90,80,6.5,1
1554,16,56,64,62,0.6,1
1555,20,51,53,53,3.5,1
1556,19,86,73,83,1.6,1
1557,18,58,65,87,2.7,1
1558,17,58,53,51,0.2,1
1559,17,69,79,61,2.7,1
1560,18,93,100,77,7.5,1
1561,22,89,87,96,7.0,1
1562,19,62,70,64,4.3,1
1563,22,86,91,78,7.8,1
1564,24,59,71,73,2.4,1
1565,20,100,61,86,7.0,1
1566,17,74,86,65,6.3,1
1567,18,71,57,60,4.1,1
1568,23,59,59,52,1.4,1
1569,23,68,80,58,5.7,1
1570,25,91,84,96,5.2,1
1571,23,74,90,90,6.9,1
1572,21,52,80,74,2.0,1
1573,20,59,83,57,3.6,1
1574,22,73,61,74,3.6,1
1575,23,59,71,68,2.5,1
1576,21,100,82,92,7.2,1
1577,24,81,52,78,5.1,1
1578,16,75,66,86,4.4,1
1579,20,71,51,64,2.4,1
1580,18,100,89,67,8.0,1
1581,20,48,76,62,0.1,1
1582,22,69,83,78,6.6,1
1583,24,100,81,85,7.9,1
1584,19,89,52,69,3.8,1
1585,23,57,84,74,5.8,1
1586,22,68,50,69,1.7,1
1587,21,66,54,62,1.1,1
1588,21,51,53,75,2.7,1
1589,22,75,72,67,6.1,1
1590,16,76,100,100,7.4,1
1591,21,81,51,64,4.5,1
1592,22,56,52,72,1.6,1
1593,19,55,96,65,3.8,1
1594,18,50,57,61,0.8,1
1595,25,72,76,79,3.9,1
1596,19,61,54,65,2.3,1
1597,21,82,92,67,4.1,1
1598,17,62,45,71,1.0,1
1599,22,89,83,85,7.6,1
1600,23,72,53,59,1.3,1
1601,19,67,64,77,4.0,1
1602,17,81,76,75,6.6,1
1603,21,93,77,67,7.3,1
1604,20,66,86,71,5.2,1
1605,20,77,50,63,3.1,1
1606,25,82,57,83,5.9,1
1607,18,92,89,96,5.6,1
1608,18,70,59,60,2.2,1
1609,17,75,71,45,5.6,1
1610,24,60,48,75,1.0,1
1611,24,73,92,78,6.1,1
1612,23,70,47,49,0.2,1
1613,23,66,47,67,3.0,1
1614,17,78,90,88,5.7,1
1615,23,84,78,72,3.9,1
1616,18,99,71,77,3.8,1
1617,16,77,81,74,4.9,1
1618,16,69,84,83,5.4,1
1619,19,89,71,74,5.7,1
1620,24,76,72,54,5.1,1
1621,22,61,84,85,5.5,1
1622,19,88,80,87,7.4,1
1623,17,57,57,66,0.1,1
1624,17,45,78,53,1.8,1
1625,18,92,83,80,5.8,1
1626,19,65,87,70,5.0,1
1627,22,61,71,67,1.0,1
1628,21,66,59,67,0.1,1
1629,20,72,80,77,5.2,1
1630,25,80,90,71,4.0,1
1631,25,76,58,79,1.4,1
1632,18,63,52,52,2.7,1
1633,21,83,84,100,7.8,1
1634,23,70,64,63,3.1,1
1635,25,79,79,77,5.6,1
1636,19,72,81,63,5.9,1
1637,16,51,61,53,1.1,1
1638,19,96,64,68,7.4,1
1639,21,50,79,80,1.1,1
1640,22,81,77,77,5.2,1
1641,21,66,71,94,2.7,1
1642,19,56,69,80,4.9,1
1643,23,87,82,78,5.0,1
1644,18,83,91,86,7.5,1
1645,24,89,80,93,6.6,1
1646,20,69,65,73,1.3,1
1647,25,60,76,60,2.0,1
1648,23,50,70,60,0.6,1
1649,18,55,79,66,3.8,1
1650,23,58,41,73,0.2,1
1651,20,85,90,73,4.8,1
1652,23,77,54,62,2.3,1
1653,21,52,62,63,1.1,1
1654,24,79,72,84,5.8,1
1655,22,96,85,68,7.5,1
1656,25,58,85,41,0.6,1
1657,17,60,66,62,3.1,1
1658,21,74,56,73,4.1,1
1659,16,93,69,75,5.2,1
1660,21,78,69,61,5.0,1
1661,18,45,69,65,2.1,1
1662,18,71,59,46,0.1,1
1663,22,45,57,63,3.2,1
1664,22,59,47,70,1.3,1
1665,24,79,78,79,7.7,1
1666,17,70,42,54,0.9,1
1667,18,68,83,66,2.2,1
1668,18,79,87,79,6.5,1
1669,22,60,59,77,4.2,1
1670,18,71,74,86,1.6,1
1671,23,74,82,73,4.5,1
1672,19,41,74,60,2.1,1
1673,25,55,57,67,0.9,1
1674,17,68,57,62,2.7,1
1675,17,52,84,51,0.1,1
1676,16,39,58,62,0.8,1
1677,25,80,71,55,4.2,1
1678,25,70,54,85,3.4,1
1679,21,97,77,77,6.5,1
1680,21,85,85,80,7.0,1
1681,22,83,76,61,5.8,1
1682,20,70,87,75,7.6,1
1683,23,67,66,69,4.9,1
1684,21,59,55,62,0.1,1
1685,21,78,91,74,5.4,1
1686,21,47,93,60,3.4,1
1687,17,76,87,85,5.9,1
1688,25,91,81,76,6.3,1
1689,23,74,98,59,6.4,1
1690,18,76,97,78,7.2,1
1691,24,67,82,63,1.9,1
1692,22,82,100,87,7.9,1
1693,21,84,78,81,7.2,1
1694,17,89,91,69,5.3,1
1695,23,49,38,77,0.7,1
1696,25,48,45,79,0.5,1
1697,22,82,49,68,5.2,1
1698,20,61,64,64,0.9,1
1699,25,84,81,69,7.5,1
